queue_rank,task_id,target_phase,synthesis_family,route_prediction,current_source,current_template,current_cost,current_points,target_cost,projected_gain_to_target,priority_score,required_system,first_action,preferred_lowerings,reject_lowerings,proof_requirements,worker_acceptance,leakage_risk,private_risk
359,220,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605236675688,300,1.098612288668111,17.78851765000542,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task220: validation pass, cost < 900, target cost <= 300, static/banned-op gate pass",medium,medium
360,230,phase4_7600_contender,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605236675688,300,1.098612288668111,17.78851765000542,sparse edit and object completion enumerator,"derive changed-cell mask and color roles; fit local neighborhood, component, or ray rule; emit sparse coordinate program only if index table is tiny",small Conv kernels; GatherND/ScatterND with few coordinates; Equal plus single Where for small masks,full-grid Where chain; large coordinate initializer; unrolled iterative fill without cost forecast,changed-cell rule explains all train diffs; arc-gen sample pass; coordinate table remains below gate; cost is lower than current selected ONNX,"task230: validation pass, cost < 900, target cost <= 300, static/banned-op gate pass",medium,medium
361,282,phase4_7600_contender,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605236675688,300,1.098612288668111,17.78851765000542,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task282: validation pass, cost < 900, target cost <= 300, static/banned-op gate pass",medium,medium
362,317,phase4_7600_contender,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,900,18.197605236675688,300,1.098612288668111,17.78851765000542,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task317: validation pass, cost < 900, target cost <= 300, static/banned-op gate pass",medium,medium
363,339,phase4_7600_contender,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,884,18.215542937362358,300,1.0806745879814414,17.591202942452057,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task339: validation pass, cost < 884, target cost <= 300, static/banned-op gate pass",medium,medium
364,322,phase4_7600_contender,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,867,18.23496102321946,300,1.0612565021243405,17.377603998023947,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task322: validation pass, cost < 867, target cost <= 300, static/banned-op gate pass",medium,medium
365,129,phase4_7600_contender,point_to_line_pattern,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,807,18.306676331730053,300,0.9895411936137464,16.58873560440741,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task129: validation pass, cost < 807, target cost <= 300, static/banned-op gate pass",medium,medium
366,111,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,797,18.319145321209785,300,0.9770722041340143,16.451576720130358,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task111: validation pass, cost < 797, target cost <= 300, static/banned-op gate pass",medium,medium
367,144,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,786,18.333043207570793,300,0.9631743177730065,16.298699970159273,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task144: validation pass, cost < 786, target cost <= 300, static/banned-op gate pass",medium,medium
368,318,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,739,18.394702079051797,300,0.9015154462920023,15.620452383868225,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task318: validation pass, cost < 739, target cost <= 300, static/banned-op gate pass",medium,medium
369,26,phase4_7600_contender,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,738,18.39605617539953,300,0.9001613499442698,15.60555732404317,object-anchor crop/resize synthesizer,"enumerate fixed crop, object-centered crop, mask-color crop; fit output shape rule from train examples; prefer constant Slice before dynamic bbox",Slice with constant starts/ends; Gather over static row/column indices; small Pad/Concat only when shape is fixed,NonZero or Compress bbox extraction; full-grid Tile plus mask; large ScatterND for every output cell,shape rule fits every train pair; sample validation pass; no dynamic shape tensors; cost target is met before full validation,"task026: validation pass, cost < 738, target cost <= 300, static/banned-op gate pass",medium,medium
370,380,phase4_7600_contender,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,728,18.409698951803314,300,0.886518573540485,15.455486783601536,"line, ray, and grid grammar",detect complete/incomplete rows and columns; enumerate line extension and crossing rules; fit stop conditions from blockers and colors,ReduceSum row/column masks; small Conv kernels; constant masks plus Where,per-cell ScatterND table; full-grid Tile; long Where chain,line stop condition is explicit; sample validation pass; static shape check pass; cost is lower than current selected ONNX,"task380: validation pass, cost < 728, target cost <= 300, static/banned-op gate pass",medium,medium
